"","ID","Population"
"2494","HG04176","SAS"
"2495","HG04177","SAS"
"2496","HG04180","SAS"
"2497","HG04182","SAS"
"2498","HG04183","SAS"
"2499","HG04185","SAS"
"2500","HG04186","SAS"
"2501","HG04188","SAS"
"2502","HG04189","SAS"
"2503","HG04194","SAS"
"2504","HG04195","SAS"
